,match_id,blue_top,blue_jungle,blue_middle,blue_bottom,blue_support,red_top,red_jungle,red_middle,red_bottom,red_support,blue_win
1498,NA1_4631933309,Sion,Viego,Xerath,Kaisa,Alistar,KSante,Thresh,Ahri,Jinx,Sylas,False
1499,NA1_4631664814,Olaf,Elise,Akshan,Xayah,Blitzcrank,Warwick,Graves,Diana,Lux,Alistar,False
1500,NA1_4623932131,Singed,Viego,Sylas,Zeri,Pyke,Garen,Kindred,Viktor,Xayah,TwistedFate,True
1501,NA1_4625002439,Jax,Rengar,Xayah,Lissandra,Nautilus,Kennen,RekSai,Pantheon,Seraphine,Senna,False
1502,NA1_4631036658,Quinn,Kayn,Veigar,Lucian,Braum,Irelia,Udyr,Jayce,Seraphine,Nautilus,False
1503,NA1_4623457161,Sion,LeeSin,Syndra,Ashe,Nami,Pantheon,Udyr,Viktor,Draven,Blitzcrank,False
1504,NA1_4628143325,Jax,FiddleSticks,Pantheon,Varus,TahmKench,Gragas,Ekko,Tristana,Xayah,Thresh,True
1505,NA1_4627431246,Kennen,Viego,Galio,Jhin,Lux,Pantheon,MonkeyKing,Akali,Kaisa,Leona,False
1506,NA1_4631886096,Darius,JarvanIV,Galio,Jinx,Alistar,Kled,Maokai,Leblanc,Draven,Thresh,True
1507,NA1_4620348616,Yone,Evelynn,Qiyana,Aphelios,Milio,Sion,Udyr,Vladimir,Ezreal,Bard,False
1508,NA1_4629857840,Riven,FiddleSticks,Rumble,Varus,Ashe,Vladimir,Rengar,Xayah,Cassiopeia,Karma,True
1509,NA1_4624369851,Kayle,Hecarim,Chogath,Jinx,Thresh,Aatrox,Gragas,Sion,Kaisa,Blitzcrank,False
1510,NA1_4616928908,Zac,Kindred,Ahri,Aphelios,Milio,KSante,Nunu,Fizz,Samira,Nautilus,False
1511,NA1_4628826705,Kled,Hecarim,Cassiopeia,Xayah,Rakan,Nidalee,Gragas,Graves,Zeri,Milio,True
1512,NA1_4630429486,Camille,Khazix,Yone,Twitch,Annie,Fiora,Diana,Yasuo,Ezreal,Lux,False
1513,NA1_4607155355,Olaf,Gragas,Sylas,Jhin,Alistar,Kennen,LeeSin,KSante,Samira,Pyke,False
1514,NA1_4617723539,Chogath,LeeSin,Orianna,Twitch,Rakan,DrMundo,Vi,Leblanc,Xayah,Gragas,True
1515,NA1_4622851082,Malphite,LeeSin,Viktor,Aphelios,Janna,DrMundo,RekSai,Katarina,Ezreal,Zac,True
1516,NA1_4626601867,Pantheon,MonkeyKing,FiddleSticks,Xayah,Rakan,Thresh,LeeSin,Sylas,Ezreal,KSante,True
1517,NA1_4621390164,Jayce,Gragas,KSante,Aphelios,Annie,Fiora,Evelynn,Irelia,Xayah,Rakan,True
1518,NA1_4630547254,KSante,Udyr,Lux,Zeri,Neeko,Olaf,Rengar,Zoe,Aphelios,Milio,True
1519,NA1_4626121557,Thresh,Kindred,Galio,Varus,Lulu,Garen,Viego,Karthus,Ashe,Rakan,True
1520,NA1_4626481538,Warwick,LeeSin,Brand,Xayah,Rakan,Gnar,Kindred,Ahri,Seraphine,Alistar,False
1521,NA1_4625481689,Jax,Hecarim,Akshan,Veigar,Pyke,Jayce,Graves,Syndra,Xayah,Rakan,True
1522,NA1_4627945745,Malphite,Graves,Syndra,Kalista,Renata,Rumble,LeeSin,Cassiopeia,Jhin,Rakan,False
1523,NA1_4623820570,Jax,Shaco,Yone,Ezreal,Milio,Pantheon,Gragas,Swain,Draven,Nautilus,False
1524,NA1_4607102275,Sion,LeeSin,Fizz,Zeri,Annie,Chogath,Kayn,Syndra,Caitlyn,Senna,False
1525,NA1_4632235631,KSante,Gragas,Tristana,Varus,Thresh,Malphite,LeeSin,Yasuo,Swain,Zyra,False
1526,NA1_4619764389,Garen,Shaco,Syndra,Varus,Milio,KSante,JarvanIV,Diana,Aphelios,Thresh,False
1527,NA1_4621621024,Sett,Lillia,Aatrox,Renekton,Alistar,Mordekaiser,LeeSin,Veigar,Xayah,Rakan,False
1528,NA1_4625644417,Mordekaiser,Vi,Akshan,Aphelios,Thresh,Darius,MonkeyKing,Annie,Xayah,Rakan,False
1529,NA1_4621530210,Kennen,MonkeyKing,Syndra,Zeri,Ashe,Malphite,LeeSin,Yasuo,Varus,Heimerdinger,False
1530,NA1_4627724540,Urgot,Elise,Zed,Swain,Ashe,Gragas,Belveth,Akshan,Caitlyn,Neeko,False
1531,NA1_4618198756,Jayce,LeeSin,Kaisa,Seraphine,Blitzcrank,KSante,Sylas,Cassiopeia,Xayah,Thresh,True
1532,NA1_4631261832,Zed,Senna,Jax,JarvanIV,Veigar,Jinx,Thresh,Jayce,Kassadin,MonkeyKing,False
1533,NA1_4622789996,Garen,Viego,Rumble,Aphelios,Thresh,Camille,LeeSin,Leblanc,Draven,Heimerdinger,False
1534,NA1_4628598177,Jax,Rengar,Cassiopeia,Jinx,Blitzcrank,Sylas,Graves,Aatrox,Lucian,Nami,True
1535,NA1_4622627207,Shen,Kindred,Pantheon,Kaisa,Nautilus,Graves,Ornn,Irelia,Draven,Soraka,True
1536,NA1_4620620066,KSante,Vi,Leblanc,Chogath,Senna,Gragas,LeeSin,Yasuo,Xayah,Annie,False
1537,NA1_4623765494,Gangplank,JarvanIV,Zoe,Jinx,Lulu,Singed,Viego,Malzahar,Twitch,Maokai,False
1538,NA1_4630806134,Yasuo,Diana,Kled,Aphelios,Renata,Jayce,Gragas,Yone,Jhin,Thresh,False
1539,NA1_4619517594,Olaf,Vi,Veigar,Samira,Pyke,Jax,Hecarim,Orianna,Zeri,Ashe,False
1540,NA1_4623874797,Pantheon,Ekko,Qiyana,MissFortune,Nami,KSante,Shyvana,Azir,Lucian,Thresh,True
1541,NA1_4622240180,Kennen,Nami,Chogath,LeeSin,Talon,Azir,Graves,Lulu,Jayce,Zeri,True
1542,NA1_4623521465,KSante,Graves,Sylas,Twitch,Thresh,Gnar,LeeSin,Syndra,Aphelios,Blitzcrank,True
1543,NA1_4622344121,Quinn,Kindred,AurelionSol,Lucian,Kennen,Aatrox,Graves,Ahri,Varus,Rakan,False
1544,NA1_4619539326,Evelynn,Darius,Fizz,Xayah,Rakan,Thresh,Samira,JarvanIV,Rumble,Orianna,False
1545,NA1_4631917178,Fiora,Evelynn,Viktor,Tristana,Amumu,Malphite,Lillia,Fizz,Jinx,Alistar,True
1546,NA1_4615296365,Garen,Nautilus,Yasuo,Zeri,Soraka,Camille,Gragas,TwistedFate,Xayah,Renata,False
1547,NA1_4631164834,Gragas,Vi,Qiyana,Kaisa,Nautilus,Hecarim,Gangplank,Graves,Sona,Seraphine,False
1548,NA1_4621815251,Gwen,Nocturne,Viktor,Karthus,Senna,Singed,MonkeyKing,Kassadin,Jinx,Thresh,False
1549,NA1_4624430503,Galio,Gragas,Irelia,Zeri,Rakan,Malphite,Karthus,Tristana,Kaisa,Soraka,True
1550,NA1_4627735594,Riven,MasterYi,Milio,Lucian,Malphite,KSante,Evelynn,Yone,Yasuo,Nami,False
1551,NA1_4616355747,Yasuo,Nunu,Lux,Aphelios,Nautilus,Renekton,Khazix,Akali,Draven,Thresh,False
1552,NA1_4618579068,Fiora,Yorick,Orianna,Jinx,Thresh,Jax,Maokai,Yone,Chogath,Rakan,True
1553,NA1_4625035410,Kennen,Pantheon,Galio,Varus,Karma,Rumble,LeeSin,Ahri,Vayne,Pyke,True
1554,NA1_4629687599,Riven,Nidalee,Anivia,Kaisa,Alistar,Ornn,Evelynn,Jayce,Lucian,Nami,True
1555,NA1_4631011389,Maokai,AurelionSol,Jayce,Xayah,JarvanIV,Taliyah,Sion,DrMundo,Jinx,Rakan,False
1556,NA1_4617423632,KSante,LeeSin,Anivia,Jinx,Heimerdinger,Volibear,Taric,Leblanc,Xayah,Nautilus,False
1557,NA1_4615334027,Vayne,Elise,Renekton,Karthus,Nautilus,KSante,FiddleSticks,Yasuo,Swain,Alistar,False
1558,NA1_4630665280,Jax,Hecarim,Diana,Vayne,Senna,Udyr,Khazix,TwistedFate,Jinx,Nami,False
1559,NA1_4619963732,Vladimir,Graves,Tristana,Lucian,Sona,Sion,LeeSin,Ryze,Jinx,Milio,False
1560,NA1_4618245597,KSante,JarvanIV,Syndra,Kaisa,Thresh,Vayne,Graves,Lissandra,Xayah,Yuumi,True
1561,NA1_4616093053,Gangplank,Nidalee,Irelia,Xayah,Blitzcrank,Kennen,Kayn,Syndra,Ashe,Heimerdinger,True
1562,NA1_4620493635,Akali,LeeSin,Jayce,Varus,Nautilus,AurelionSol,Poppy,Cassiopeia,Zeri,Blitzcrank,False
1563,NA1_4626925285,Sejuani,Rengar,Orianna,Tristana,Lulu,Darius,Cassiopeia,Graves,Draven,Nautilus,True
1564,NA1_4627528770,Kennen,Taric,Sylas,Jhin,Senna,Teemo,Kindred,Syndra,Kaisa,Nautilus,False
1565,NA1_4626895011,Olaf,Gragas,Ahri,Xayah,Rakan,Sejuani,MasterYi,Kassadin,Jinx,Nautilus,False
1566,NA1_4631026794,KSante,Rengar,Galio,Jinx,Nautilus,Kled,Elise,Diana,Draven,Blitzcrank,True
1567,NA1_4617254761,Jax,Kindred,Ahri,Swain,Nautilus,Garen,Taric,Xayah,AurelionSol,Rakan,False
1568,NA1_4612031912,Camille,LeeSin,Sylas,Zeri,Heimerdinger,Malphite,Kindred,Tristana,Seraphine,Senna,False
1569,NA1_4629467936,Malphite,XinZhao,Galio,Caitlyn,Leona,Darius,Amumu,Lux,Lucian,Nami,False
1570,NA1_4627140545,Irelia,Graves,Lissandra,Kaisa,Nautilus,Malphite,Ekko,Zed,Xayah,Pyke,True
1571,NA1_4610291018,Tryndamere,Jayce,Ekko,Jinx,Nautilus,Camille,Sylas,Lucian,Zeri,Annie,True
1572,NA1_4629129567,Vayne,Elise,Yasuo,Xayah,Nautilus,Malphite,Khazix,Cassiopeia,Lux,Rakan,False
1573,NA1_4625442875,Riven,Graves,Sylas,Zeri,Rakan,Darius,Ekko,Viktor,Vayne,Blitzcrank,False
1574,NA1_4628953545,Gragas,Hecarim,Anivia,Ezreal,Milio,Poppy,Ivern,Leblanc,Xayah,Senna,False
1575,NA1_4622655414,Renekton,Graves,Orianna,Jinx,Nautilus,Poppy,Ekko,Tristana,Varus,Thresh,False
1576,NA1_4615188142,Rumble,LeeSin,Jayce,TahmKench,Senna,Thresh,Kayn,Zeri,Draven,Milio,True
1577,NA1_4627008149,Gragas,Samira,Malphite,Katarina,MasterYi,Kayn,Rumble,Amumu,Xayah,Annie,False
1578,NA1_4616725509,Renekton,Gragas,KSante,Pyke,Neeko,Fiora,MonkeyKing,Akali,Sivir,Velkoz,False
1579,NA1_4629055451,Chogath,Udyr,Jayce,Varus,Xerath,Garen,MonkeyKing,Ahri,Caitlyn,Karma,False
1580,NA1_4628051811,Sejuani,Karthus,Qiyana,Kaisa,Leona,KSante,Hecarim,Lissandra,Samira,Nautilus,True
1581,NA1_4616822019,Riven,LeeSin,Galio,Twitch,Zyra,Kennen,MonkeyKing,Irelia,Vayne,Xerath,True
1582,NA1_4629345705,Gragas,MonkeyKing,Galio,Jinx,Braum,Renekton,Belveth,Diana,Kalista,Thresh,True
1583,NA1_4630908556,Malphite,Gragas,Vex,Jinx,Thresh,Gwen,MonkeyKing,Akshan,Veigar,Pyke,True
1584,NA1_4628405594,Rumble,Kindred,Zoe,Jinx,Lulu,Aatrox,JarvanIV,Viktor,Zeri,Yuumi,True
1585,NA1_4619127590,Aatrox,Belveth,Zac,Jinx,Rakan,Yone,Hecarim,Rumble,Senna,Seraphine,True
1586,NA1_4624388971,Volibear,Nidalee,LeeSin,Kaisa,Pyke,Darius,Graves,AurelionSol,Zeri,Nautilus,False
1587,NA1_4625495273,Malphite,Graves,Gragas,Ezreal,Karma,KSante,JarvanIV,Aphelios,Veigar,Senna,False
1588,NA1_4610631610,Jayce,Kindred,Gragas,Jinx,Yuumi,Gwen,MonkeyKing,Rumble,Jhin,Thresh,True
1589,NA1_4622011168,Gragas,Graves,Ahri,Seraphine,Pyke,Udyr,LeeSin,Taliyah,Xayah,Rakan,True
1590,NA1_4629722701,Gragas,Fiora,Yasuo,Lucian,Nami,Darius,Ekko,Syndra,Varus,Senna,False
1591,NA1_4630563457,KSante,Rengar,Seraphine,KogMaw,Lulu,Jayce,Nidalee,Zed,Yone,Blitzcrank,True
1592,NA1_4628577529,Fiora,Lillia,Yone,Samira,Pyke,Urgot,Nidalee,Irelia,Zeri,Yuumi,False
1593,NA1_4615317352,Fiora,Gragas,Zed,Kaisa,Nautilus,Yone,Ivern,TwistedFate,Zeri,Pyke,False
1594,NA1_4627946842,Riven,Gwen,Ahri,Draven,Rakan,Gragas,Viktor,LeeSin,Caitlyn,Morgana,True
1595,NA1_4628867587,Kennen,Nocturne,Orianna,Xayah,Pyke,Darius,LeeSin,Taliyah,Kaisa,Morgana,True
1596,NA1_4630794502,Malphite,Hecarim,Jayce,Kaisa,Nautilus,Braum,Taric,Lux,Jinx,KSante,True
1597,NA1_4630186234,Shen,Vi,Galio,Xayah,Yuumi,Gangplank,Zac,Yasuo,Kaisa,Nautilus,False
1598,NA1_4620530536,Gragas,Vi,Neeko,Kaisa,Blitzcrank,KSante,LeeSin,Leblanc,Ezreal,Karma,True
1599,NA1_4630494009,Yone,FiddleSticks,Talon,Xayah,Renata,Chogath,LeeSin,Kennen,Zeri,Milio,True
1600,NA1_4607458771,Ahri,Hecarim,Neeko,Kaisa,Blitzcrank,Rumble,Vi,Kled,Jinx,Lulu,False
1601,NA1_4618783057,Fiora,Udyr,Sylas,Ashe,Thresh,Olaf,Ekko,Yasuo,Zeri,Rakan,True
1602,NA1_4623892156,Kennen,Viego,Gragas,Zeri,Bard,Urgot,Diana,Yasuo,Samira,Nautilus,True
1603,NA1_4630087574,Olaf,Graves,Fizz,Aphelios,Thresh,Jayce,Gragas,Pantheon,Varus,TahmKench,False
1604,NA1_4620958548,KSante,Taric,Gragas,Xayah,Rakan,Shen,Vi,Syndra,Zeri,Zyra,False
1605,NA1_4630638728,KSante,Taliyah,Talon,Jinx,Alistar,Garen,Evelynn,Syndra,Xayah,Nautilus,False
1606,NA1_4630009545,Malphite,Yone,Sylas,Zeri,Yuumi,Teemo,LeeSin,Leblanc,Jinx,Janna,True
1607,NA1_4615806346,KSante,Sejuani,Diana,Xayah,Rakan,Illaoi,Elise,Galio,Zeri,Janna,False
1608,NA1_4626467234,Fiora,MonkeyKing,Galio,Jinx,Senna,Aatrox,Viego,Leblanc,Zeri,Alistar,False
1609,NA1_4630939478,Renekton,Kindred,Syndra,Tristana,Nautilus,Sylas,Udyr,Gnar,Lulu,Vayne,False
1610,NA1_4632282398,Sion,JarvanIV,Fizz,Xayah,Milio,Rakan,Graves,AurelionSol,Zeri,Yorick,False
1611,NA1_4629126200,Jayce,Hecarim,Fizz,Ezreal,Karma,Garen,Nunu,Ahri,Xayah,Thresh,False
1612,NA1_4611900969,Jax,LeeSin,Vex,Aphelios,Thresh,Kennen,Viego,Leblanc,Zeri,Yuumi,True
1613,NA1_4631498676,Cassiopeia,Maokai,Zed,Kaisa,Nautilus,Garen,Samira,Lux,Rell,XinZhao,True
1614,NA1_4620058002,Gwen,Rengar,Leblanc,Aphelios,Thresh,KSante,Yone,Evelynn,Xayah,Blitzcrank,False
1615,NA1_4618574703,Lulu,Karthus,Pantheon,Xayah,Rakan,Sylas,MonkeyKing,Jayce,Seraphine,Karma,False
1616,NA1_4631566754,Jax,Graves,Zoe,Varus,Lux,Cassiopeia,Zed,Jhin,Sion,Xerath,True
1617,NA1_4626547969,Gnar,Graves,Kassadin,Karthus,Pantheon,Camille,Hecarim,Viktor,Sivir,Sona,True
1618,NA1_4626463856,Olaf,Ivern,Viktor,Xayah,Rakan,Jayce,JarvanIV,Annie,Jinx,Lulu,True
1619,NA1_4615818565,Jayce,Khazix,Orianna,Ashe,Taric,Malphite,Nocturne,Annie,Xayah,Rakan,True
1620,NA1_4622700973,Jax,Gragas,Sejuani,Varus,Soraka,Fiora,Ekko,Evelynn,Aphelios,Nautilus,False
1621,NA1_4613056726,Chogath,LeeSin,AurelionSol,TahmKench,Senna,Darius,Gragas,KSante,Lucian,Nami,False
1622,NA1_4626376444,Quinn,Evelynn,Zed,Vayne,Thresh,Vladimir,Udyr,Irelia,Kaisa,Rakan,False
1623,NA1_4622307220,Aatrox,Nidalee,Pantheon,Lucian,Ivern,Kled,Xayah,Zed,FiddleSticks,Nautilus,False
1624,NA1_4628719957,Malphite,FiddleSticks,Yasuo,Kaisa,Rakan,Gwen,LeeSin,Vex,Jinx,Thresh,False
1625,NA1_4626339984,Gnar,Gragas,Irelia,Jinx,Thresh,KSante,Nidalee,AurelionSol,Jhin,Ashe,False
1626,NA1_4629706488,Akshan,Kindred,Zoe,Xayah,Pyke,Jax,Graves,Yone,Seraphine,Rakan,False
1627,NA1_4607213035,Kennen,Shaco,Vex,Ezreal,Nautilus,Yorick,MonkeyKing,Leblanc,Varus,Blitzcrank,False
1628,NA1_4613013192,Jayce,Shaco,Vladimir,Zeri,Lulu,Tryndamere,Hecarim,Cassiopeia,Sivir,Senna,False
1629,NA1_4632118434,Sett,Nocturne,Akali,Xayah,Blitzcrank,Sion,Brand,Akshan,Aphelios,Gragas,True
1630,NA1_4620491305,Jayce,Viego,Cassiopeia,Varus,Blitzcrank,Sion,Rengar,Syndra,Aphelios,Thresh,False
1631,NA1_4627620106,Jayce,Udyr,Qiyana,Ashe,Annie,Gnar,Evelynn,Tristana,Varus,Nautilus,True
1632,NA1_4619273074,Olaf,Yorick,Rumble,Veigar,Senna,Jax,Sejuani,KSante,Varus,Thresh,True
1633,NA1_4622707573,Rumble,Kayn,KSante,Jhin,Twitch,Poppy,Vi,MonkeyKing,Leona,Seraphine,True
1634,NA1_4616728957,Akali,Kindred,Irelia,Varus,Lulu,Singed,Talon,Orianna,Zeri,Yuumi,True
1635,NA1_4624449661,Kled,Ekko,Irelia,Tristana,Rakan,Olaf,JarvanIV,Cassiopeia,Zeri,Annie,True
1636,NA1_4620878782,Sion,MonkeyKing,AurelionSol,Zeri,Lulu,Yasuo,Gragas,Yone,Chogath,Senna,False
1637,NA1_4630345875,Kennen,Belveth,Neeko,Draven,Yuumi,Cassiopeia,JarvanIV,Swain,Aphelios,Soraka,True
1638,NA1_4628163977,Neeko,MonkeyKing,Qiyana,Kaisa,Thresh,Vladimir,LeeSin,Rumble,Jinx,Karma,True
1639,NA1_4625073015,Jax,Sylas,XinZhao,Samira,Nautilus,Maokai,Karthus,Gangplank,Kaisa,Pyke,True
1640,NA1_4626094592,Jayce,Rengar,Anivia,Aphelios,Milio,Gragas,Viego,Qiyana,Ashe,Zyra,False
1641,NA1_4627047119,Nautilus,Khazix,Ahri,Xayah,Riven,Singed,Gragas,Senna,Draven,Aatrox,False
1642,NA1_4623131542,Olaf,Graves,Katarina,Zeri,Renata,DrMundo,MonkeyKing,Leblanc,Aphelios,Blitzcrank,True
1643,NA1_4606160931,Sion,Nunu,Annie,Kaisa,Thresh,Galio,Rakan,Chogath,Xayah,JarvanIV,True
1644,NA1_4618293581,Malphite,MonkeyKing,Yasuo,Xayah,Rakan,Karma,Graves,Akshan,Zeri,Thresh,True
1645,NA1_4627230757,Renekton,Nidalee,AurelionSol,Xayah,Rakan,Jayce,LeeSin,Ekko,Jinx,Nautilus,True
1646,NA1_4617136096,Malphite,FiddleSticks,LeeSin,Xayah,Milio,Rumble,Kaisa,Jayce,Chogath,Ziggs,True
1647,NA1_4626406520,Warwick,LeeSin,Gragas,Zeri,Lulu,Sion,Graves,Viktor,Jinx,Annie,False
1648,NA1_4632165370,Sion,Udyr,Orianna,Varus,Twitch,Fiora,Khazix,Leblanc,Jhin,Bard,False
1649,NA1_4623707034,LeeSin,Olaf,Orianna,Aphelios,Heimerdinger,Jayce,Poppy,Neeko,Jinx,Milio,True
1650,NA1_4629004676,Pantheon,Gragas,Yone,Ezreal,Xerath,Cassiopeia,Kindred,Malphite,Kaisa,Milio,False
1651,NA1_4620920133,Jayce,Evelynn,Talon,Zeri,Lulu,Malphite,MonkeyKing,Neeko,Xayah,Rakan,False
1652,NA1_4632201257,Jax,Diana,Yasuo,Zeri,Nautilus,Singed,Hecarim,Yone,Swain,Fiora,False
1653,NA1_4621770939,Riven,Udyr,Leblanc,Aphelios,Brand,Ekko,Garen,Akshan,Jinx,Blitzcrank,False
1654,NA1_4620426773,Camille,LeeSin,Taliyah,Tristana,Rell,Jax,Viego,Diana,Sivir,Janna,False
1655,NA1_4629727310,Rell,Rumble,Irelia,Skarner,Samira,Ahri,Milio,Lucian,Hecarim,Jayce,True
1656,NA1_4617887848,KSante,Nocturne,Lux,Varus,Blitzcrank,Vladimir,Khazix,Irelia,Veigar,Rakan,True
1657,NA1_4623293507,Riven,Nocturne,Sylas,Twitch,Senna,Garen,Poppy,Pantheon,LeeSin,Seraphine,False
1658,NA1_4628818584,Yasuo,Gragas,Seraphine,Kaisa,Lulu,Olaf,Talon,Annie,Zeri,Sona,False
1659,NA1_4614359587,Kennen,LeeSin,Jayce,MissFortune,Annie,Maokai,Gragas,Zed,Tristana,Nautilus,True
1660,NA1_4632115311,Camille,Hecarim,Galio,Kaisa,Thresh,Renekton,Diana,Jayce,Draven,Nautilus,True
1661,NA1_4628905262,Xayah,Zac,Qiyana,Kled,Karma,Camille,Belveth,Zoe,Kaisa,Nautilus,False
1662,NA1_4623510468,Malphite,Graves,Gwen,Xayah,Rakan,Jayce,Gragas,Syndra,Jinx,Thresh,False
1663,NA1_4629212141,Fiora,Karthus,Tristana,Kaisa,Soraka,Yone,Ivern,Irelia,Ashe,Amumu,True
1664,NA1_4615663110,Olaf,Taric,Viego,Draven,Annie,Jax,LeeSin,Swain,Lucian,Nami,True
1665,NA1_4631442089,Malphite,Udyr,Talon,Twitch,Alistar,Jayce,Taliyah,Syndra,Samira,Nautilus,False
1666,NA1_4631823508,Riven,Nidalee,Zoe,Jinx,Alistar,Gnar,Blitzcrank,Ryze,Ezreal,Evelynn,True
1667,NA1_4629939884,KSante,Graves,Tryndamere,Seraphine,Nautilus,Elise,Renekton,Jayce,Morgana,Pyke,True
1668,NA1_4626792379,Jayce,Evelynn,Sylas,Zeri,Annie,KSante,Graves,Kled,Ashe,Heimerdinger,True
1669,NA1_4621966208,Irelia,JarvanIV,Sett,KogMaw,Lulu,Jayce,Sejuani,Yasuo,Aphelios,Thresh,True
1670,NA1_4628307349,Teemo,JarvanIV,Akshan,Thresh,Aphelios,Gnar,Kindred,Leblanc,Caitlyn,Taric,True
1671,NA1_4628864082,KSante,FiddleSticks,Zed,Kaisa,Pyke,Olaf,Elise,AurelionSol,Rakan,Varus,True
1672,NA1_4627628958,Rumble,Shaco,Katarina,Lucian,Nami,Kindred,Nunu,Diana,Ezreal,Morgana,True
1673,NA1_4631600415,Riven,JarvanIV,Ziggs,Akshan,Twitch,Jayce,Qiyana,Cassiopeia,Varus,Ashe,False
1674,NA1_4622803012,Fiora,JarvanIV,Rumble,Seraphine,Morgana,Gragas,Hecarim,Veigar,Ezreal,Senna,True
1675,NA1_4623461160,Sion,Graves,Sylas,Karthus,Ashe,Poppy,Evelynn,Kennen,Jinx,Lulu,False
1676,NA1_4629440149,Fiora,LeeSin,Ahri,Xayah,Pyke,Kennen,Graves,Fizz,Jinx,Thresh,True
1677,NA1_4626077061,Gragas,Viego,Ahri,Jhin,Heimerdinger,Darius,Elise,Vladimir,Zeri,Sona,True
1678,NA1_4630376752,Sion,Kindred,Ekko,Kaisa,Pyke,Aatrox,Gragas,Zed,Jinx,Milio,False
1679,NA1_4630815872,Kennen,MonkeyKing,Rumble,Kaisa,Thresh,KSante,Graves,Leblanc,Xayah,Blitzcrank,True
1680,NA1_4630962545,Kled,Evelynn,KSante,Kaisa,Vex,Fiora,Graves,Annie,Xayah,Rakan,False
1681,NA1_4623479428,Poppy,Rengar,Akali,Jinx,Lulu,Kennen,Gragas,Yasuo,Caitlyn,Lux,True
1682,NA1_4627163712,Kennen,JarvanIV,Akshan,Ashe,Senna,Olaf,Maokai,Tristana,Zeri,Milio,True
1683,NA1_4631314509,Renekton,Khazix,Cassiopeia,Varus,Bard,Vladimir,Karthus,Yasuo,Jhin,Milio,True
1684,NA1_4629930049,Mordekaiser,MonkeyKing,Ahri,Aphelios,Braum,Shen,Hecarim,Qiyana,Seraphine,TahmKench,False
1685,NA1_4630217995,Sylas,Darius,LeeSin,Xayah,Rakan,Yone,Gragas,Alistar,Jhin,Aatrox,False
1686,NA1_4627881498,Pantheon,Diana,Yasuo,Ezreal,Karma,Jayce,JarvanIV,Sylas,Lucian,Pyke,True
1687,NA1_4613851387,Sylas,MonkeyKing,Veigar,Vayne,Yuumi,Malphite,Ekko,Zed,Samira,Nautilus,False
1688,NA1_4614865613,Jayce,Hecarim,KSante,Karthus,Rakan,Garen,Elise,Irelia,Veigar,Nautilus,False
1689,NA1_4619500844,Gragas,Hecarim,Jayce,Tristana,Rakan,Jinx,Kindred,Qiyana,Malphite,Milio,True
1690,NA1_4617091548,Kennen,JarvanIV,Zoe,Xayah,Soraka,KSante,Sejuani,Yasuo,Caitlyn,Milio,True
1691,NA1_4623715028,KSante,Graves,Yasuo,Xayah,Milio,Tryndamere,Viego,Ahri,Draven,Thresh,False
1692,NA1_4622523604,Riven,Vi,Ahri,Lux,Pyke,Yasuo,Evelynn,KSante,Xayah,Heimerdinger,True
1693,NA1_4631669162,Sion,LeeSin,Viktor,Lucian,Milio,Quinn,Kindred,Galio,KogMaw,Sona,True
1694,NA1_4615254223,Jayce,Gragas,Tristana,Jinx,Thresh,Fiora,MonkeyKing,Syndra,Aphelios,Soraka,True
1695,NA1_4623822864,Yone,RekSai,Sylas,KogMaw,Yuumi,Urgot,FiddleSticks,Katarina,Varus,Karma,False
1696,NA1_4629029678,Gangplank,Udyr,Zed,Xayah,Rakan,Gragas,Evelynn,Akshan,Draven,Soraka,False
1697,NA1_4630850435,KSante,Diana,Garen,Jinx,Milio,Gwen,Gragas,Tristana,Aphelios,Zyra,True
1698,NA1_4624633341,Darius,JarvanIV,Zoe,Samira,Blitzcrank,Jayce,Kayn,Yone,Seraphine,Zac,True
1699,NA1_4627335303,Jax,Evelynn,Irelia,Caitlyn,Milio,Fiora,Gragas,Ahri,Xayah,Neeko,True
1700,NA1_4627302959,Ornn,Graves,TwistedFate,Xayah,Lulu,Jax,Ekko,Tristana,Aphelios,Thresh,True
1701,NA1_4621206106,Tryndamere,Kindred,Galio,Jinx,Nautilus,Mordekaiser,Belveth,Akali,Aphelios,Rakan,True
1702,NA1_4622570047,Ornn,Maokai,Yasuo,Xayah,Alistar,Neeko,MonkeyKing,Syndra,Kaisa,Rakan,True
1703,NA1_4623506195,Fiora,Hecarim,Gragas,Xayah,Janna,Jayce,Nocturne,Ahri,Jinx,Rakan,True
1704,NA1_4630185697,Lissandra,MonkeyKing,Jinx,Karma,Malphite,Hecarim,Syndra,Mordekaiser,Lulu,Vayne,False
1705,NA1_4630065149,Sion,JarvanIV,Swain,Ezreal,Senna,Malphite,Belveth,Brand,TwistedFate,Zyra,True
1706,NA1_4609050161,KSante,Viego,Ahri,Caitlyn,Milio,Quinn,FiddleSticks,Viktor,Xayah,Braum,False
1707,NA1_4631036873,Rengar,Vi,Rumble,Seraphine,Rakan,Jax,Taric,Jayce,Ezreal,Heimerdinger,True
1708,NA1_4617898572,Jax,Ivern,Vladimir,Nilah,Seraphine,Gragas,Graves,Tristana,Veigar,Milio,True
1709,NA1_4624009735,LeeSin,Jayce,Aphelios,Yuumi,Gragas,Nami,Caitlyn,Seraphine,Evelynn,Jax,False
1710,NA1_4628975577,KSante,Karthus,Neeko,Varus,Zyra,Vayne,Gragas,Qiyana,Sivir,Heimerdinger,False
