,match_id,blue_top,blue_jungle,blue_middle,blue_bottom,blue_support,red_top,red_jungle,red_middle,red_bottom,red_support,blue_win
212,NA1_4622679204,Poppy,LeeSin,Cassiopeia,Draven,Nautilus,Ahri,JarvanIV,Fiora,Zeri,Renata,True
213,NA1_4625938876,Sion,LeeSin,Swain,Zeri,Sona,Olaf,Zac,Lux,Jinx,Annie,False
214,NA1_4628411800,Urgot,Kindred,Cassiopeia,Kaisa,Karma,Gragas,Hecarim,Swain,Jhin,Rakan,True
215,NA1_4628461090,Gragas,Kindred,Ahri,Jinx,Rakan,Pantheon,Nidalee,Chogath,Xayah,Blitzcrank,True
216,NA1_4616661409,Jayce,Viego,FiddleSticks,Kaisa,Nautilus,Cassiopeia,LeeSin,Annie,Varus,Pyke,True
217,NA1_4628366992,Fiora,LeeSin,Viktor,Ezreal,Rakan,Gwen,Khazix,Zoe,Xayah,Lulu,False
218,NA1_4622047910,Irelia,Graves,Cassiopeia,Xayah,Senna,Riven,Shaco,Akali,Tristana,Maokai,True
219,NA1_4617028796,KSante,Maokai,Orianna,Zeri,Blitzcrank,Jayce,LeeSin,Taliyah,Karthus,Pyke,True
220,NA1_4609795032,Gragas,MonkeyKing,Leblanc,Zeri,Karma,Fiora,Kindred,Viktor,Tristana,Pyke,True
221,NA1_4621852988,Poppy,Viego,Chogath,Varus,Heimerdinger,Fiora,JarvanIV,Ahri,Caitlyn,Annie,True
222,NA1_4631269583,Fiora,Elise,Lissandra,Zeri,Lulu,Camille,MonkeyKing,Kassadin,Jinx,Braum,True
223,NA1_4631970615,Sejuani,Elise,Yasuo,Rengar,Jax,Quinn,Viego,Leblanc,Varus,Annie,True
224,NA1_4624190438,Yasuo,Gragas,Katarina,Tristana,Velkoz,Sion,Talon,Ahri,Kaisa,Xerath,True
225,NA1_4620637210,Camille,Nidalee,AurelionSol,Aphelios,Thresh,Malphite,Udyr,Jayce,Xayah,Janna,False
226,NA1_4629546281,Jayce,Taliyah,Samira,Udyr,Pyke,Kled,Kayn,Velkoz,Twitch,Thresh,False
227,NA1_4623924533,LeeSin,Rengar,Cassiopeia,Zeri,Annie,Rumble,Karthus,Yone,Varus,Rell,True
228,NA1_4631948463,Yasuo,Taric,Diana,Lucian,Karma,Kled,Nunu,Kaisa,Anivia,Nautilus,False
229,NA1_4631947219,Malphite,Gragas,Yasuo,Jinx,Milio,Chogath,Shaco,Zed,Lux,Senna,True
230,NA1_4616977707,Nasus,Evelynn,Jayce,Jinx,Rakan,Poppy,Rengar,Viktor,Xayah,Nautilus,True
231,NA1_4614966203,Olaf,LeeSin,Annie,Kaisa,Blitzcrank,Jax,JarvanIV,Leblanc,Jinx,Milio,True
232,NA1_4630280794,Kled,Shaco,Ryze,Sivir,Heimerdinger,Shen,Qiyana,Ahri,Jhin,Leona,True
233,NA1_4624046298,Poppy,Diana,Fizz,Zeri,Sona,Jayce,Rammus,AurelionSol,Xayah,Rakan,True
234,NA1_4621411740,Vladimir,Vi,Veigar,TahmKench,Senna,Nasus,Khazix,Cassiopeia,Jinx,Annie,False
235,NA1_4623960090,Poppy,Rumble,Qiyana,Sivir,Yuumi,Viktor,Sion,MasterYi,Vayne,Karma,True
236,NA1_4626735927,Malphite,Graves,Syndra,Kaisa,Blitzcrank,Mordekaiser,Olaf,KSante,Lux,Annie,False
237,NA1_4609078022,Aatrox,MonkeyKing,Ekko,Zeri,Nautilus,KSante,LeeSin,Yasuo,Seraphine,Karma,True
238,NA1_4631646000,Yone,Viego,Rumble,Ashe,Kalista,Darius,Hecarim,Diana,Zeri,Renata,True
239,NA1_4629411365,Jax,MasterYi,Galio,Varus,Renata,Alistar,Vi,Zoe,Jhin,Blitzcrank,True
240,NA1_4625476928,KSante,MonkeyKing,Galio,Tristana,Heimerdinger,Jayce,Nocturne,Viktor,Zeri,Blitzcrank,False
241,NA1_4622539276,Renekton,Graves,Gragas,Xayah,Pyke,Yasuo,Lillia,Lux,Jinx,Thresh,False
242,NA1_4610764725,Kennen,Gragas,Graves,Zeri,Renata,Fiora,Vi,Ahri,Aphelios,Rakan,False
243,NA1_4616944115,Sion,Lillia,Xayah,Karthus,Nautilus,Gwen,Belveth,Swain,Draven,Thresh,False
244,NA1_4631396741,Sett,Gragas,Yasuo,Aphelios,Alistar,Sejuani,Kindred,Soraka,Vayne,Jayce,True
245,NA1_4607401597,Sion,Hecarim,Cassiopeia,Seraphine,Ashe,Olaf,Skarner,Tristana,Lux,Annie,False
246,NA1_4626627188,Pantheon,Kindred,Zoe,Xayah,Braum,Malphite,LeeSin,Leblanc,Aphelios,Nautilus,True
247,NA1_4630482933,Renekton,Lillia,Yone,Zeri,Sona,Chogath,Kindred,Fizz,Kaisa,Thresh,False
248,NA1_4611776611,Gragas,Nidalee,Irelia,Kaisa,Milio,Jax,Karthus,Tristana,Chogath,Senna,False
249,NA1_4615992833,Poppy,Nidalee,Irelia,Caitlyn,Thresh,Kennen,LeeSin,Ahri,Zeri,Blitzcrank,True
250,NA1_4613847965,Gnar,Viego,Orianna,Zeri,Lulu,Akshan,Hecarim,Xerath,Lucian,Nami,False
251,NA1_4630045527,Garen,Hecarim,Katarina,Samira,Rakan,Shen,Shaco,Vladimir,Kaisa,Renata,False
252,NA1_4630182655,Yasuo,Gragas,KSante,Jhin,Rakan,Jayce,Zed,Vex,Lux,Amumu,True
253,NA1_4613427632,Gangplank,LeeSin,Viktor,Sivir,Bard,KSante,MonkeyKing,Ashe,Seraphine,Sona,False
254,NA1_4627568458,Garen,Gragas,Yasuo,Lucian,Milio,Urgot,Udyr,Tristana,Aphelios,Lulu,True
255,NA1_4628886057,KSante,Jax,Sylas,Zeri,Nautilus,Kennen,Hecarim,Qiyana,Jinx,Janna,False
256,NA1_4631872465,Nocturne,Vi,Lissandra,Xayah,Rakan,Jax,Shaco,Fizz,Seraphine,Thresh,True
257,NA1_4630387351,Renekton,MasterYi,Diana,Varus,Twitch,Jax,Zed,Ahri,Seraphine,Sona,False
258,NA1_4630046813,Jax,Poppy,Viktor,Jinx,Rakan,TahmKench,Talon,Akali,Aphelios,Lulu,True
259,NA1_4617286143,JarvanIV,XinZhao,Annie,Jinx,Sett,Kennen,LeeSin,Leblanc,Zeri,Nautilus,False
260,NA1_4626875741,Gangplank,Taliyah,Renekton,Lucian,Nami,Malphite,Hecarim,Neeko,Xayah,Annie,False
261,NA1_4629753020,Gwen,Viego,Fizz,Nilah,Blitzcrank,KSante,Kayn,Akali,Aphelios,Leona,True
262,NA1_4613892210,Jax,Shaco,Sion,Akshan,Senna,Riven,Viego,Diana,Twitch,Lulu,False
263,NA1_4626467996,Thresh,Kindred,Akshan,Varus,Heimerdinger,Jax,Sylas,Qiyana,Jhin,Pyke,True
264,NA1_4623025498,Aatrox,Leblanc,LeeSin,Kaisa,Rell,Olaf,Viego,Viktor,Aphelios,Maokai,False
265,NA1_4620430758,Jayce,Evelynn,JarvanIV,Zeri,Rakan,Kennen,LeeSin,Zed,Caitlyn,Lux,False
266,NA1_4610260704,Rumble,Hecarim,Garen,Jinx,Milio,Yasuo,LeeSin,Yone,Vayne,Ziggs,False
267,NA1_4628109436,Jax,Taric,AurelionSol,Sivir,Lulu,Pantheon,Ivern,Yone,Lucian,Nami,True
268,NA1_4619710887,Gragas,Yorick,Diana,Zeri,Rakan,Gnar,LeeSin,Cassiopeia,Ashe,Yuumi,False
269,NA1_4618115636,KSante,Vladimir,LeeSin,Kaisa,Rakan,Yorick,Gragas,Seraphine,Nilah,Thresh,True
270,NA1_4624434797,Gragas,JarvanIV,Viktor,Ezreal,Karma,Darius,Ekko,Zeri,Seraphine,Twitch,True
271,NA1_4626003981,Darius,MonkeyKing,Syndra,Aphelios,Janna,Renekton,Kindred,Leblanc,KogMaw,Taric,True
272,NA1_4623547354,Poppy,Ekko,AurelionSol,Xayah,Rakan,Rumble,JarvanIV,Talon,Kaisa,Nautilus,False
273,NA1_4622150514,Poppy,Annie,JarvanIV,Xayah,Rakan,Singed,Maokai,LeeSin,Jinx,Thresh,False
274,NA1_4620877838,Sion,LeeSin,Lux,Zeri,Thresh,Chogath,JarvanIV,Sylas,Aphelios,Soraka,True
275,NA1_4621022726,KSante,JarvanIV,Sylas,Twitch,Karma,Renekton,LeeSin,Singed,Jinx,Soraka,True
276,NA1_4632176593,Rengar,Rumble,Diana,Jinx,Senna,KSante,Viego,Orianna,Aphelios,Milio,False
277,NA1_4624526189,Kennen,Taric,Rumble,Zeri,Lulu,Irelia,LeeSin,AurelionSol,Jinx,Rakan,False
278,NA1_4629297524,Tryndamere,Ryze,Graves,Aphelios,Blitzcrank,Aatrox,MonkeyKing,Syndra,Zeri,Karma,False
279,NA1_4624796135,Malphite,Evelynn,KSante,Aphelios,Thresh,Kennen,Hecarim,Yasuo,Seraphine,Senna,False
280,NA1_4609023967,Quinn,MonkeyKing,Annie,Vayne,Lux,Fiora,Gragas,Talon,Nilah,Rakan,False
281,NA1_4620635032,KSante,Nocturne,Lucian,Ryze,Yuumi,Malphite,Hecarim,Rumble,Kaisa,Senna,True
282,NA1_4619498479,Irelia,MonkeyKing,Vladimir,Zeri,Amumu,Jayce,Gragas,Chogath,Ezreal,Nautilus,True
283,NA1_4629998583,Poppy,Sylas,Yone,Xayah,Janna,Renekton,LeeSin,Zoe,Zeri,Pyke,True
284,NA1_4631400606,Kled,Taliyah,KSante,Jinx,Lulu,Aatrox,MonkeyKing,Leblanc,Twitch,Rakan,True
285,NA1_4627532077,Fiora,Udyr,Orianna,Tristana,Nautilus,Urgot,LeeSin,Akali,Zeri,Milio,False
286,NA1_4630300109,Renekton,Viego,Ahri,Jinx,Thresh,Illaoi,JarvanIV,Rumble,Aphelios,Pyke,False
287,NA1_4627786056,Renekton,LeeSin,Orianna,Jinx,Thresh,Fiora,MonkeyKing,Ahri,Zeri,Rakan,False
288,NA1_4619306362,Renekton,Milio,KSante,Ashe,Udyr,Jax,Diana,Yasuo,Jhin,Blitzcrank,False
289,NA1_4626264625,Quinn,Vi,Karthus,Xayah,Rakan,Cassiopeia,Gragas,Yasuo,Zeri,Lulu,False
290,NA1_4617320544,Camille,Rammus,Fizz,Xayah,Nautilus,Kennen,Zac,KSante,Aphelios,Thresh,True
291,NA1_4630746040,Jax,Hecarim,Cassiopeia,Ezreal,Karma,Jayce,Graves,Sylas,Aphelios,Blitzcrank,True
292,NA1_4612995085,Kennen,Poppy,Zilean,Jinx,Thresh,Jayce,JarvanIV,Gragas,Zeri,Lulu,True
293,NA1_4628731435,Kennen,LeeSin,Twitch,Aphelios,Thresh,Jayce,Diana,Yasuo,Kaisa,Blitzcrank,False
294,NA1_4624483829,Sejuani,Ekko,Pantheon,Jinx,Braum,KSante,Vi,Ziggs,Tristana,Blitzcrank,True
295,NA1_4621819642,TahmKench,Kayn,AurelionSol,Jinx,Thresh,Yasuo,Karthus,Irelia,Varus,Annie,False
296,NA1_4626053942,Malphite,Kayn,Yasuo,Zeri,Milio,Garen,RekSai,Veigar,Ashe,Blitzcrank,True
297,NA1_4616120825,Chogath,Viego,Sylas,Xayah,Sona,Fiora,Kindred,Akali,Veigar,Karma,False
298,NA1_4622021624,Sett,JarvanIV,Ahri,Swain,Thresh,Poppy,Seraphine,MonkeyKing,Yasuo,Sylas,False
299,NA1_4625639181,KSante,Kindred,Leblanc,Aphelios,Blitzcrank,Fiora,Karthus,Jayce,Senna,Chogath,False
300,NA1_4619707872,Darius,Ekko,KSante,Lucian,Nami,Viego,MasterYi,Kled,Xayah,Thresh,False
301,NA1_4616164972,Darius,Gragas,Talon,Sivir,Zilean,Blitzcrank,MonkeyKing,Zoe,Kaisa,Garen,True
302,NA1_4630403967,Renekton,Ekko,Ahri,Nilah,Nautilus,Rengar,Sylas,Zed,Varus,Alistar,False
303,NA1_4628920239,Kennen,Udyr,Irelia,Zeri,Renata,Jayce,Lillia,Zoe,Aphelios,Nautilus,False
304,NA1_4623702894,Jayce,MonkeyKing,Seraphine,Varus,Milio,Malphite,Taric,Diana,Twitch,Nautilus,False
305,NA1_4614967432,Malphite,JarvanIV,Gragas,Zeri,Braum,Garen,Nautilus,Sylas,Kalista,Pyke,False
306,NA1_4621666725,Kennen,Gragas,Irelia,Jinx,Thresh,Singed,MonkeyKing,Sylas,Jhin,Milio,False
307,NA1_4626393988,Jayce,Graves,Leblanc,Tristana,Thresh,Vladimir,Kindred,AurelionSol,Twitch,Milio,False
308,NA1_4631859299,Rell,Samira,Sylas,Aatrox,Syndra,Viktor,Sivir,Nautilus,Sejuani,KSante,True
309,NA1_4625672362,Garen,Graves,Annie,Varus,Yuumi,Jax,Gragas,Zed,Vayne,Milio,False
310,NA1_4630582132,Camille,Elise,Karma,MissFortune,Lux,Maokai,Karthus,Heimerdinger,Ashe,Soraka,False
311,NA1_4629772145,Irelia,Skarner,Rumble,Draven,Milio,Jayce,Nidalee,Pantheon,Kaisa,Rell,False
312,NA1_4629242083,Shen,Maokai,Viktor,Ezreal,Nautilus,KSante,Diana,Tryndamere,Yasuo,Rakan,False
313,NA1_4628924986,Fiora,Rengar,Ivern,Kalista,Leona,Kled,Viego,Ahri,Jinx,Rakan,False
314,NA1_4618476427,Malphite,JarvanIV,Thresh,Aphelios,Taliyah,Rumble,Kindred,Jayce,Draven,Rakan,True
315,NA1_4619818127,Camille,FiddleSticks,Anivia,Xayah,Senna,Singed,Graves,Zed,Kaisa,Nautilus,True
316,NA1_4610313189,FiddleSticks,Belveth,Leblanc,Nautilus,Draven,Gangplank,Elise,Talon,Aphelios,Taric,True
317,NA1_4629843853,Olaf,Hecarim,Sylas,Zeri,Nami,Jax,LeeSin,Vladimir,Ezreal,Yuumi,False
318,NA1_4604000121,Camille,JarvanIV,Sylas,Karthus,Nautilus,Fiora,Vi,Akali,Ezreal,Karma,True
319,NA1_4625577391,Vladimir,MonkeyKing,Fizz,Tristana,Alistar,Irelia,Nidalee,Gragas,Zeri,Braum,False
320,NA1_4632078056,KSante,Nidalee,AurelionSol,Xayah,Rakan,Olaf,Kayn,MonkeyKing,Varus,Neeko,False
321,NA1_4628953835,Urgot,Karthus,Viego,Varus,Alistar,Mordekaiser,FiddleSticks,Sylas,Tristana,Pyke,True
322,NA1_4631186102,Jayce,Sylas,Kaisa,Veigar,Pyke,Akshan,Diana,Yasuo,Aphelios,Rakan,True
323,NA1_4621736775,Sett,Graves,Yone,Seraphine,Senna,Mordekaiser,Nunu,TwistedFate,Xayah,Nautilus,False
324,NA1_4622724054,Camille,FiddleSticks,Jayce,Tristana,Taric,Aatrox,Karthus,Leblanc,Xayah,Rakan,True
325,NA1_4622995727,Gwen,MonkeyKing,Qiyana,Ezreal,Karma,Kayle,JarvanIV,Akali,Nilah,Taric,False
326,NA1_4629931771,Gangplank,Hecarim,Akali,Xayah,Rakan,Sejuani,Taric,Leblanc,Varus,Thresh,True
327,NA1_4626244413,Orianna,MonkeyKing,Fiora,Yasuo,Thresh,Teemo,Kindred,Lulu,Varus,Nautilus,False
328,NA1_4631693453,Yone,Taric,Taliyah,Kaisa,Rakan,Darius,JarvanIV,Syndra,Jinx,Thresh,True
329,NA1_4622469589,Varus,Rengar,Gragas,Irelia,Soraka,Darius,Udyr,Taliyah,Draven,Senna,False
330,NA1_4630838012,Aatrox,Karthus,Tristana,Seraphine,Rakan,Rumble,Graves,Leblanc,Jhin,Thresh,True
331,NA1_4631929079,Yasuo,Kayn,Lux,Xayah,Rakan,Kennen,Viego,Azir,Lucian,Milio,True
332,NA1_4626389353,Camille,LeeSin,Gragas,Ezreal,Morgana,Riven,Hecarim,Orianna,Zeri,Heimerdinger,False
333,NA1_4627438690,Ryze,Nocturne,Sion,Jinx,Blitzcrank,Camille,Maokai,Sylas,Xayah,Nautilus,False
334,NA1_4629023117,Akali,Nocturne,Jayce,Xayah,Nautilus,Gnar,Karthus,Zed,Lucian,Rakan,False
335,NA1_4630050497,Rengar,Karthus,Fizz,Aphelios,Taric,Malphite,Kayn,Qiyana,Swain,Senna,True
336,NA1_4628992235,Garen,Karthus,Tristana,MissFortune,Trundle,Gangplank,LeeSin,Galio,Jinx,Milio,False
337,NA1_4623238243,KSante,JarvanIV,Ahri,Kaisa,Blitzcrank,Jax,Khazix,Ryze,Xayah,Soraka,True
338,NA1_4620958300,KSante,MonkeyKing,Galio,Jinx,Milio,Camille,Soraka,Ahri,Jhin,Evelynn,True
339,NA1_4627646781,Camille,Gragas,Viktor,Senna,Olaf,Jax,Sejuani,KSante,Varus,Ashe,True
340,NA1_4615025981,KSante,Vi,Galio,Seraphine,Senna,Garen,Sylas,Lucian,Ashe,Bard,False
341,NA1_4631201269,Jayce,Nidalee,Akshan,Yasuo,Maokai,Camille,Viego,Gragas,Varus,Renata,False
342,NA1_4615029524,Galio,LeeSin,Bard,Zeri,Neeko,Jayce,Kindred,Veigar,Xayah,Thresh,False
343,NA1_4626971740,Gragas,LeeSin,Pantheon,Xayah,Ashe,Kennen,Nocturne,Sylas,Ezreal,Karma,True
344,NA1_4631950734,Karma,Viego,Graves,Ezreal,Yuumi,Camille,JarvanIV,AurelionSol,Seraphine,Bard,False
345,NA1_4622750179,Malphite,Gragas,Syndra,Lucian,Milio,Camille,Graves,Sylas,Caitlyn,Heimerdinger,True
346,NA1_4625130895,Vi,Irelia,Thresh,Gangplank,Aphelios,Vayne,Malphite,Lulu,LeeSin,Lissandra,False
347,NA1_4626528033,Amumu,Viego,Ahri,Xayah,Rakan,KSante,Graves,Talon,Senna,Seraphine,False
348,NA1_4628854699,Rumble,Kayn,Leblanc,Kaisa,Nautilus,Teemo,Viego,Ahri,Aphelios,Alistar,True
349,NA1_4626725735,Kennen,Rengar,Varus,KSante,Alistar,Olaf,Diana,Talon,Jinx,Karma,True
350,NA1_4625426271,Sejuani,Graves,Galio,Varus,Nautilus,Yasuo,Gragas,Zed,Zeri,Annie,False
351,NA1_4625138846,KSante,Ekko,Qiyana,Draven,Senna,Gangplank,FiddleSticks,Katarina,Jhin,Karma,False
352,NA1_4628879920,Pantheon,Evelynn,Jayce,Jinx,Rakan,Sion,Kayn,Cassiopeia,Jhin,Heimerdinger,False
353,NA1_4621704178,Kennen,Gragas,LeeSin,Senna,Chogath,Jayce,Evelynn,Qiyana,Jinx,Alistar,True
354,NA1_4623497357,Sett,Viego,Malzahar,Aphelios,Alistar,Ornn,Hecarim,Yasuo,Ezreal,Rakan,False
355,NA1_4619724764,Renekton,MonkeyKing,Jayce,Swain,Seraphine,Camille,Vi,AurelionSol,Zeri,Lulu,False
356,NA1_4631633386,Olaf,LeeSin,Sylas,Xayah,Rakan,Malphite,Kindred,Cassiopeia,Zeri,Annie,True
357,NA1_4616104863,Jayce,Taric,Ahri,Jhin,Zilean,Kennen,LeeSin,AurelionSol,Caitlyn,Milio,True
358,NA1_4632239071,Fiora,XinZhao,Leblanc,Lux,Sona,Jayce,Graves,AurelionSol,Ezreal,Karma,True
359,NA1_4613576908,Vladimir,Vi,Ahri,Vayne,Senna,Chogath,Gragas,Talon,Jinx,Nautilus,True
360,NA1_4613535024,Gnar,Viego,Zoe,Ashe,Akshan,Jayce,JarvanIV,Sylas,Jinx,Milio,False
361,NA1_4631554108,Jayce,RekSai,Syndra,Aphelios,Thresh,Pantheon,Poppy,Anivia,Lucian,Karma,False
362,NA1_4632167072,Singed,JarvanIV,Vex,Jinx,Braum,Gnar,Shyvana,Katarina,Kaisa,Blitzcrank,False
363,NA1_4630164482,Jax,Sejuani,Diana,Vayne,Lulu,Kled,Kindred,Akali,Kaisa,Leona,False
364,NA1_4617622801,Camille,Zac,Yasuo,Xayah,Thresh,Renekton,Elise,Qiyana,Jinx,Milio,False
365,NA1_4624402129,Malphite,Viego,Jinx,Caitlyn,Rakan,Ornn,Hecarim,Anivia,Xayah,Renata,False
366,NA1_4616412636,Rumble,Kindred,Sion,Aphelios,Alistar,Jax,XinZhao,Annie,Xayah,Rakan,True
367,NA1_4626235877,Camille,Kindred,Seraphine,Jinx,Anivia,Jax,Lillia,Zeri,Cassiopeia,Blitzcrank,False
368,NA1_4631624578,Draven,Diana,Lissandra,Jhin,Milio,Akali,Viego,Leblanc,Lux,Rakan,False
369,NA1_4630169651,Akshan,Ekko,Annie,Kaisa,Nautilus,Urgot,Hecarim,Fizz,Jinx,Karma,False
370,NA1_4621107039,Fiora,MonkeyKing,Veigar,Ezreal,Rakan,Jayce,Maokai,Lux,Swain,Senna,False
371,NA1_4620123755,Jayce,Talon,Aphelios,Darius,TahmKench,Vladimir,Skarner,Sylas,Kaisa,Thresh,True
372,NA1_4631759079,Malphite,Sylas,Irelia,Caitlyn,Thresh,Sejuani,Graves,Swain,Twitch,Lulu,True
373,NA1_4625676499,Jax,LeeSin,Viktor,Jinx,Thresh,Garen,Graves,Swain,Ashe,Annie,True
374,NA1_4631791073,Braum,Nidalee,Sylas,Varus,Sion,Fiora,Ekko,Ryze,Jinx,Milio,False
375,NA1_4620375051,Jax,Gragas,Jayce,Jinx,Zilean,Camille,Graves,Malphite,Ashe,Blitzcrank,False
376,NA1_4625352294,Camille,Graves,Fizz,Zeri,Nami,Chogath,Ekko,Sion,Jinx,Velkoz,False
377,NA1_4613324256,Singed,Kindred,Katarina,Zeri,Milio,Kled,Gragas,Irelia,Tristana,Elise,False
378,NA1_4626386920,Jax,Gragas,Yasuo,Xayah,Rakan,KSante,Nidalee,Renekton,Aphelios,Lulu,False
379,NA1_4621504189,Jayce,MonkeyKing,Lux,Varus,Thresh,Camille,JarvanIV,Diana,Xayah,Rakan,False
380,NA1_4617070950,KSante,Viego,Karma,Jinx,Lulu,Irelia,Yorick,Zoe,Twitch,Milio,True
381,NA1_4628516078,Teemo,Sejuani,Kennen,Jhin,Rakan,Rengar,MonkeyKing,Orianna,Zeri,Yuumi,True
382,NA1_4631757864,Warwick,Lillia,Akshan,Xayah,Neeko,KSante,Evelynn,Talon,Zeri,Lulu,True
383,NA1_4631068093,Warwick,Graves,Ryze,Xayah,Leona,Vladimir,MonkeyKing,Akshan,Vayne,Rakan,True
384,NA1_4623762201,Jayce,Evelynn,Neeko,Varus,Soraka,Kennen,Kindred,Zed,Twitch,Rakan,False
385,NA1_4629153022,Olaf,MonkeyKing,Zoe,Xayah,Rakan,Akali,Sylas,Yone,Jinx,Pyke,False
386,NA1_4617955108,KSante,Elise,Seraphine,Ezreal,Rakan,Kayle,JarvanIV,Vladimir,Zeri,Annie,False
387,NA1_4626351777,Malphite,Kayn,Viktor,Ezreal,JarvanIV,Renekton,Ekko,Galio,Jinx,Lulu,False
388,NA1_4618088798,Jax,Viego,Orianna,Kaisa,Nautilus,Malphite,Karthus,Irelia,Nilah,Amumu,False
389,NA1_4630327652,Sion,Hecarim,Ahri,Jinx,Lulu,Jax,LeeSin,Sylas,Aphelios,Annie,False
390,NA1_4632123428,Gragas,Viego,Talon,Lucian,Milio,Gnar,Graves,Lux,Nilah,Pyke,True
391,NA1_4624699001,Jax,Vi,Viktor,Xayah,Rakan,Malphite,Udyr,Irelia,Varus,Maokai,True
392,NA1_4625975008,KSante,Sejuani,Leblanc,Aphelios,Thresh,Fiora,Kindred,Lissandra,Jinx,Milio,False
393,NA1_4615567807,KSante,Ekko,Renekton,Caitlyn,Yuumi,Fiora,LeeSin,Yasuo,Karthus,Nautilus,False
394,NA1_4614569117,Kennen,Viego,Akali,Caitlyn,Ashe,Jax,Belveth,Singed,Zeri,Lulu,True
395,NA1_4627497767,Renekton,JarvanIV,Annie,KogMaw,Lulu,Pantheon,LeeSin,Anivia,Zeri,Rakan,False
396,NA1_4623082539,XinZhao,MasterYi,Leblanc,Jinx,Blitzcrank,Jayce,LeeSin,Ahri,Xayah,Leona,False
397,NA1_4616459269,Gnar,Rengar,Gragas,Jhin,Annie,Jax,Maokai,LeeSin,Zeri,Rakan,True
398,NA1_4632106596,Renekton,Kindred,Zoe,Seraphine,Karma,KSante,LeeSin,Jinx,Anivia,Thresh,True
399,NA1_4617699133,Renekton,Khazix,Vladimir,Aphelios,Sona,Malphite,Belveth,Annie,Xayah,Gragas,False
400,NA1_4631610765,Gnar,Karthus,Rumble,Varus,Rakan,Gwen,Elise,Renekton,Xayah,Nautilus,True
401,NA1_4613241626,Kled,JarvanIV,Zoe,MissFortune,Karma,Fiora,MonkeyKing,Swain,KogMaw,Lulu,True
402,NA1_4626314527,Pantheon,MasterYi,Lux,Xayah,Rakan,Malphite,MonkeyKing,Taliyah,Jinx,Nautilus,True
403,NA1_4631556295,Kled,Karthus,Singed,Rell,Kaisa,Diana,Hecarim,Gragas,Tristana,Janna,True
404,NA1_4617362091,Kennen,Gragas,Akshan,Kaisa,Rell,Jayce,FiddleSticks,Alistar,Xayah,Sylas,False
405,NA1_4610840648,Malphite,Shaco,Leblanc,Jinx,Lulu,KSante,Karthus,Jayce,Twitch,Milio,True
406,NA1_4619835038,Sett,FiddleSticks,Xayah,Zed,Nautilus,Sion,Shaco,Annie,Twitch,Braum,True
407,NA1_4623905698,Gnar,Graves,Katarina,Twitch,Rakan,Kennen,Viego,Kled,Zeri,Annie,False
408,NA1_4625813025,KSante,Belveth,Ahri,Lucian,Milio,Blitzcrank,Viego,Diana,Jinx,Vladimir,True
409,NA1_4625383006,Olaf,Hecarim,Zac,Zeri,Yuumi,KSante,Lillia,Kled,Draven,Nautilus,False
410,NA1_4621724156,KSante,Lillia,Camille,Kaisa,Nautilus,Fiora,Vi,AurelionSol,Kindred,Thresh,True
411,NA1_4622229442,Maokai,LeeSin,Twitch,Aphelios,Rakan,Malphite,Hecarim,Ahri,Zeri,Annie,False
412,NA1_4631540776,Camille,Kindred,Fizz,Caitlyn,Twitch,Pantheon,Karthus,Soraka,Aphelios,Kled,False
413,NA1_4625462362,Jayce,Elise,Renekton,Xayah,Senna,Malphite,Veigar,Rumble,Vi,Rakan,False
414,NA1_4631451694,Gnar,Gragas,Yasuo,Aphelios,Thresh,Malphite,JarvanIV,Lux,Varus,Pyke,True
415,NA1_4629805882,Darius,MonkeyKing,Orianna,Varus,Milio,Aatrox,JarvanIV,Viego,Karthus,Taric,True
416,NA1_4627035776,Singed,Malzahar,Kayn,Aphelios,Milio,DrMundo,Udyr,Sylas,Varus,Velkoz,True
417,NA1_4612676955,Chogath,Ekko,Tristana,Jinx,Renata,Kennen,LeeSin,Leblanc,Aphelios,Thresh,False
418,NA1_4631520674,Nautilus,Zac,Illaoi,Ziggs,Senna,Yasuo,Graves,Kassadin,Xayah,Rakan,False
419,NA1_4631979980,Pantheon,LeeSin,AurelionSol,Caitlyn,Heimerdinger,Malphite,MonkeyKing,Taliyah,Samira,Blitzcrank,True
420,NA1_4629476566,Nasus,Warwick,Ryze,Lucian,Nami,Sion,Kayn,Vladimir,Yasuo,Rakan,True
421,NA1_4624066501,Fiora,Gragas,Zed,Seraphine,Senna,Jax,Kindred,Zilean,Jinx,Milio,False
422,NA1_4629763509,Gangplank,Graves,Akali,Jhin,Karma,KSante,Nidalee,Fizz,Ashe,Rakan,True
423,NA1_4617917840,Gwen,Ivern,Sylas,Nilah,Seraphine,Olaf,Hecarim,Veigar,Samira,Nautilus,False
424,NA1_4620047089,Jayce,Karthus,Tristana,Xayah,Rakan,Olaf,Rengar,Yasuo,Kalista,Nautilus,True
425,NA1_4630747578,Draven,Viego,Vladimir,Jhin,Renata,Rengar,Graves,Ziggs,Kaisa,Leona,True
426,NA1_4619218090,Shen,Gragas,Yasuo,Xayah,Renata,Ahri,MonkeyKing,Rumble,Jinx,Swain,True
427,NA1_4616919140,Sion,Ekko,Talon,Ashe,Twitch,Gragas,Hecarim,Seraphine,Xayah,Karma,False
428,NA1_4618793421,Vladimir,FiddleSticks,Irelia,Lucian,Sona,Quinn,Rengar,Gragas,Xayah,Rakan,True
